	Control_1	Control_2	Control_3	Treatment_1	Treatment_2	Treatment_3
ENSMUSG00000102693	0	0	0	0	0	0
ENSMUSG00000064842	0	0	0	0	0	0
ENSMUSG00000051951	15.0802665712017	14.899361938998	7.11827515499583	7.6473375813544	10.9768107671267	6.27211405282068
ENSMUSG00000102851	0	0	0	0	0	0
ENSMUSG00000103377	0	0	0	0	0	0
ENSMUSG00000104017	0	0	0	0	0	0
ENSMUSG00000103025	0	0	0	0	0	0
ENSMUSG00000089699	0	0	0	0	0	0
ENSMUSG00000103201	0	0	0	0	0	0
ENSMUSG00000103147	0	0	0	0	0	0
ENSMUSG00000103161	0	0	0	0	0	0
ENSMUSG00000102331	0	0	0	0	0	0
ENSMUSG00000102348	0	0	0	0	0	0
ENSMUSG00000102592	0	0	0	0	0	0
ENSMUSG00000088333	0	0	0	0	0	0
ENSMUSG00000102343	0	0	0	0.849704175706044	0	1.04535234213678
ENSMUSG00000102948	0	0	0	0	0	0
ENSMUSG00000025900	1.77414900837667	1.1461047645383	1.01689645071369	2.54911252711813	0	0
ENSMUSG00000104123	0	0	0	0	0	0
ENSMUSG00000025902	30.1605331424033	33.2370381716108	39.6589615778339	47.5834338395385	83.423761830163	30.3152179219666
ENSMUSG00000104238	0	0	0	0	0	0
ENSMUSG00000102269	3.54829801675333	0	0	1.69940835141209	0	0
ENSMUSG00000096126	0	0	0	0	0	0
ENSMUSG00000103003	0	0	0	0	0	0
ENSMUSG00000104328	0	0	0	0	0	0
ENSMUSG00000102735	0	0	0	0	0	0
ENSMUSG00000098104	29.273458638215	46.9902953460705	14.2365503099917	27.1905336225934	36.2234755315181	34.4966272905138
ENSMUSG00000102175	0	1.1461047645383	3.05068935214107	1.69940835141209	0	1.04535234213678
ENSMUSG00000088000	0	0	0	0	0	0
ENSMUSG00000103265	0	0	0	0	0	0
ENSMUSG00000103922	43.4666507052283	153.578038448133	65.0813728456762	51.8319547180687	88.9121672137263	76.310720975985
ENSMUSG00000033845	1633.99123671491	2534.03763439419	1378.91158716776	1533.71603714941	1423.69235649633	1421.67918530602
ENSMUSG00000102275	0	0	0	0	0	0
ENSMUSG00000025903	0	0	0	0	0	0
ENSMUSG00000104217	15.96734107539	13.7532571744597	10.1689645071369	5.94792922994231	4.39072430685068	3.13605702641034
ENSMUSG00000033813	2113.01146897661	1343.23478403889	1937.18773860958	1924.57995797419	1467.59959956484	1714.37784110432
ENSMUSG00000062588	0	0	0	0	0	0
ENSMUSG00000103280	2.661223512565	11.461047645383	4.06758580285476	5.09822505423627	6.58608646027603	28.2245132376931
ENSMUSG00000002459	22.1768626047083	103.149428808447	142.365503099917	52.6816588937748	51.5910106054955	180.845955189663
ENSMUSG00000091305	0	0	0	0	0	0
ENSMUSG00000102653	0	0	0	0	0	0
ENSMUSG00000085623	0	0	0	0	0	0
ENSMUSG00000091665	0	0	0	0	0	0
ENSMUSG00000033793	1453.02803786049	1728.32598492376	1918.88360249673	1767.38468546857	1985.70506777322	1379.86509162055
ENSMUSG00000104352	0	0	0	0	0	0
ENSMUSG00000104046	0	0	1.01689645071369	0	0	0
ENSMUSG00000102907	0	0	0	0	0	0
ENSMUSG00000025905	0	0	0	0	1.09768107671267	0
ENSMUSG00000103936	0	0	0	0	0	0
ENSMUSG00000093015	0	0	0	0	0	0
ENSMUSG00000103519	0	0	0	0	0	0
ENSMUSG00000033774	1.77414900837667	1.1461047645383	0	0	3.29304323013801	0
ENSMUSG00000103090	0	0	0	0	0	0
ENSMUSG00000025907	1160.29345147834	1053.2702786107	1053.50472293938	1075.72548644385	613.603721882383	936.635698554555
ENSMUSG00000090031	0	0	0	0	0	0
ENSMUSG00000087247	52.3373957471116	14.899361938998	9.15206805642321	27.1905336225934	8.78144861370137	7.31746639495746
ENSMUSG00000103355	0	0	0	0	0	0
ENSMUSG00000102706	0	0	0	0	0	0
ENSMUSG00000103845	10.64489405026	35.5292477006874	48.8110296342571	21.2426043926511	9.87912969041404	20.9070468427356
ENSMUSG00000033740	23.0639371088967	5.73052382269152	23.3886183664149	37.386983731066	57.0794159890589	13.5895804477781
ENSMUSG00000103329	0	0	0	0	0	0
ENSMUSG00000104385	0	0	0	0	0	0
ENSMUSG00000102135	738.045987484693	893.961716339877	563.360633695384	571.850910250168	669.585456794729	573.898435833093
ENSMUSG00000103282	0	0	0	0	0	0
ENSMUSG00000102534	0	0	0	0	0	0
ENSMUSG00000102213	0	0	0	0	0	0
ENSMUSG00000103629	0	0	0	0	0	0
ENSMUSG00000051285	937.637750927068	919.17602115972	807.41578186667	724.797661877256	517.007787131668	976.359087555753
ENSMUSG00000098201	0	0	0	0	0	0
ENSMUSG00000103509	0	0	0	0	0	0
ENSMUSG00000048538	415.15086796014	440.104229582709	829.787503782371	518.319547180687	444.560836068632	445.320097750269
ENSMUSG00000103709	0	0	0	0	0	0
ENSMUSG00000077244	0	0	0	0	0	0
ENSMUSG00000102768	0	0	0	0	0	0
ENSMUSG00000097797	27.4993096298383	28.6526191134576	37.6251686764065	38.236687906772	15.3675350739774	60.6304358439333
ENSMUSG00000103498	0	0	0	0	0	0
ENSMUSG00000103067	0	0	0	0	0	0
ENSMUSG00000102320	0	0	0	0	0	0
ENSMUSG00000104226	0	0	0	0	0	0
ENSMUSG00000103903	0	1.1461047645383	1.01689645071369	0.849704175706044	3.29304323013801	0
ENSMUSG00000103557	0	0	0	0	0	0
ENSMUSG00000025909	526.92225548787	1358.13414597789	513.532707610413	501.325463666566	605.919954345394	401.415299380524
ENSMUSG00000102647	0	0	0	0	0	0
ENSMUSG00000086235	0	0	0	0	0	0
ENSMUSG00000102253	0	0	0	0	0	0
ENSMUSG00000093970	0	0	0	0	0	0
ENSMUSG00000103884	0	0	0	0	0	0
ENSMUSG00000084353	0	0	0	0	0	0
ENSMUSG00000103933	0	0	0	0	0	0
ENSMUSG00000076135	0	0	0	0	0	0
ENSMUSG00000086195	0	0	0	0	0	0
ENSMUSG00000104504	0	0	0	0	0	0
ENSMUSG00000066693	0	0	0	0	0	0
ENSMUSG00000102316	0	0	0	0	0	0
ENSMUSG00000103819	0	0	0	0	0	0
ENSMUSG00000102871	0	0	0	0	0	0
ENSMUSG00000101571	0	1.1461047645383	0	1.69940835141209	0	0
ENSMUSG00000104428	0	0	0	0	0	0
ENSMUSG00000102272	0	0	0	0	0	0
ENSMUSG00000065625	0	0	0	0	0	0
ENSMUSG00000103411	0.887074504188333	1.1461047645383	1.01689645071369	0.849704175706044	0	1.04535234213678
ENSMUSG00000061024	1385.61037554218	2090.49509051787	1461.28019967557	1369.72313123814	1227.20744376477	1016.08247655695
ENSMUSG00000025911	69.19181132669	127.217628863752	78.3010267049541	82.4213050434863	48.2979673753575	31.3605702641034
ENSMUSG00000079671	12.4190430586367	26.360409584381	8.13517160570952	8.49704175706044	14.2698539972647	7.31746639495746
ENSMUSG00000081441	0	0	0	0	0	0
ENSMUSG00000067879	0	0	0	0	0	0
ENSMUSG00000099827	0	0	0	0	0	0
ENSMUSG00000025912	57.6598427722416	92.8344859276026	85.4193018599499	43.3349129610083	47.2002862986448	135.895804477781
ENSMUSG00000045210	672.402474174756	829.779849525732	686.405104231741	810.617783623566	472.002862986448	646.02774744053
ENSMUSG00000097893	13.306117562825	22.9220952907661	6.10137870428214	4.24852087853022	4.39072430685068	13.5895804477781
ENSMUSG00000025915	390.312781842866	700.270011132904	258.291698481277	478.383450922503	287.59244209872	108.716643582225
ENSMUSG00000046334	0	0	0	0	0	0
ENSMUSG00000088916	0	0	0	0	0	0
ENSMUSG00000046101	8.87074504188333	10.3149428808447	2.03379290142738	7.6473375813544	8.78144861370137	4.18140936854712
ENSMUSG00000098234	746.916732526576	656.718030080448	776.908888345259	531.914813991984	721.176467400225	584.35195925446
ENSMUSG00000093178	0	0	0	0	0	0
ENSMUSG00000099032	12.4190430586367	429.789286701864	20.3379290142738	8.49704175706044	107.572745517842	25.0884562112827
ENSMUSG00000104025	0	9.16883811630643	1.01689645071369	0	0	0
ENSMUSG00000025916	4.43537252094166	8.02273335176813	0	0.849704175706044	3.29304323013801	3.13605702641034
ENSMUSG00000087199	0	0	0	0	0	0
ENSMUSG00000095780	0	0	0	0	0	0
ENSMUSG00000025917	3029.35943180316	2937.46651151167	3286.60932870665	2717.35395390793	2748.59341608853	2869.49217916546
ENSMUSG00000056763	422.247463993646	383.945096120332	435.231680905459	446.094692245673	271.12722594803	505.950533594202
ENSMUSG00000102356	0	0	0	0	0	0
ENSMUSG00000102638	0	0	0	0	0	0
ENSMUSG00000067851	1537.30011575838	2610.82665361826	1972.77911438456	2094.5207931154	1121.83006040035	1833.54800810791
ENSMUSG00000088153	0	0	0	0	0	0
ENSMUSG00000102556	0	0	0	0	0	0
ENSMUSG00000042501	40.8054271926633	14.899361938998	11.1858609578506	24.6414210954753	10.9768107671267	4.18140936854712
ENSMUSG00000103810	0	0	0	0	0	0
ENSMUSG00000083422	0	0	0	0	0	0
ENSMUSG00000094979	0	0	0	0	0	0
ENSMUSG00000081417	0	0	0	0	0	0
ENSMUSG00000103448	0.887074504188333	0	0	0	0	0
ENSMUSG00000100212	0.887074504188333	0	4.06758580285476	4.24852087853022	2.19536215342534	0
ENSMUSG00000100648	2.661223512565	3.43831429361491	6.10137870428214	1.69940835141209	3.29304323013801	3.13605702641034
ENSMUSG00000088585	0	0	0	0	0	0
ENSMUSG00000048960	98.4652699649049	93.980590692141	53.8955118878256	158.044976681324	105.377383364416	64.8118452124804
ENSMUSG00000077318	0	0	0	0	0	0
ENSMUSG00000101827	0	0	0	0	0	0
ENSMUSG00000103494	0	0	0	0	0	0
ENSMUSG00000057715	1953.33805822271	670.471287254908	125.078263437784	1600.84266703019	124.037961668532	398.279242354113
ENSMUSG00000103825	0	0	0	0	0	0
ENSMUSG00000099845	0	0	0	0	0	0
ENSMUSG00000103561	0	0	0	0	0	0
ENSMUSG00000101610	0.887074504188333	3.43831429361491	10.1689645071369	8.49704175706044	9.87912969041404	4.18140936854712
ENSMUSG00000093864	0	0	0	0	0	0
ENSMUSG00000098555	0	0	0	0	0	0
ENSMUSG00000097628	15.96734107539	33.2370381716108	23.3886183664149	24.6414210954753	10.9768107671267	21.9523991848724
ENSMUSG00000098163	0	0	0	0	0	0
ENSMUSG00000097171	0.887074504188333	0	0	0	0	0
ENSMUSG00000101314	0	0	0	0	0	0
ENSMUSG00000016918	2393.32701230012	270.48072443104	183.041361128464	1492.08053253981	430.290982071367	396.18853766984
ENSMUSG00000025938	34.595905663345	41.259771523379	233.886183664149	73.9242632864259	69.1539078328983	11.4988757635046
ENSMUSG00000104518	0	0	0	0	0	0
ENSMUSG00000069620	0	0	0	0	0	0
ENSMUSG00000099498	0	0	0	0	1.09768107671267	0
ENSMUSG00000042414	0	3.43831429361491	0	0	0	1.04535234213678
ENSMUSG00000005886	414.263793455951	673.909601548523	708.776826147442	611.787006508352	201.973318115131	568.671674122409
ENSMUSG00000103506	0	0	0	0	0	0
ENSMUSG00000103495	0	0	0	0	0	0
ENSMUSG00000099183	0	0	0	0	0	0
ENSMUSG00000102639	0	0	0	0	0	0
ENSMUSG00000104170	0	0	0	0	0	0
ENSMUSG00000087782	0	0	0	0	0	0
ENSMUSG00000103085	0	0	0	0	0	0
ENSMUSG00000102664	0	0	0	0	0	0
ENSMUSG00000101476	2.661223512565	2.29220952907661	5.08448225356845	2.54911252711813	0	2.09070468427356
ENSMUSG00000101171	0.887074504188333	1.1461047645383	0	0	0	0
ENSMUSG00000025935	3512.8150365858	8898.35739187539	2681.555940532	2690.16342028534	2535.64328720627	3450.70808139351
ENSMUSG00000025937	628.935823469528	684.224544429368	605.053388174645	494.527830260918	397.360549769987	475.635315672235
ENSMUSG00000102982	0	0	0	0	0	0
ENSMUSG00000067813	0.887074504188333	4.58441905815322	0	0	3.29304323013801	1.04535234213678
ENSMUSG00000077368	0	0	0	0	0	0
ENSMUSG00000097711	26.61223512565	51.5747144042237	21.3548254649875	22.0923085683572	17.5628972274027	40.7687413433344
ENSMUSG00000102166	0	0	0	0	0	0
ENSMUSG00000089358	0	0	0	0	0	0
ENSMUSG00000104209	0	0	0	0	0	0
ENSMUSG00000025932	78.0625563685733	1.1461047645383	88.469991212091	11.0461542841786	310.643744709686	4.18140936854712
ENSMUSG00000095853	0	0	0	0	0	0
ENSMUSG00000102588	0	0	0	0	0	0
ENSMUSG00000054493	16.8544155795783	2.29220952907661	6.10137870428214	6.79763340564836	9.87912969041404	1.04535234213678
ENSMUSG00000025930	0	0	0	0	0	0
ENSMUSG00000103492	13.306117562825	1.1461047645383	0	0	1.09768107671267	0
ENSMUSG00000081201	2142.28492761482	1730.61819445284	2033.79290142738	2591.59773590344	2731.03051886113	3182.05252946436
ENSMUSG00000082193	7492.23126237466	6160.31310939339	5660.0456446724	5712.56117327174	5698.06246921547	5477.64627279673
ENSMUSG00000032769	3.54829801675333	4.58441905815322	4.06758580285476	0	1.09768107671267	0
ENSMUSG00000088159	0	0	0	0	0	0
ENSMUSG00000073737	11.5319685544483	18.3376762326129	9.15206805642321	17.8437876898269	10.9768107671267	14.6349327899149
ENSMUSG00000092083	7.09659603350666	2.29220952907661	7.11827515499583	2.54911252711813	7.6837675369887	2.09070468427356
ENSMUSG00000102937	0	0	0	0	0	0
ENSMUSG00000104149	0	0	0	0	0	0
ENSMUSG00000088829	0	0	0	0	0	0
ENSMUSG00000077377	0	0	0	0	0	0
ENSMUSG00000101652	0	2.29220952907661	0	0.849704175706044	0	1.04535234213678
ENSMUSG00000100814	0	0	0	0	0	0
ENSMUSG00000025925	662.644654628685	1060.14690719793	527.769257920405	519.169251356393	455.537646835758	672.16155599395
ENSMUSG00000104379	0	6.87662858722983	0	1.69940835141209	2.19536215342534	9.40817107923103
ENSMUSG00000032719	35.4829801675333	66.4740763432217	16.270343211419	22.9420127440632	37.3211566082308	100.353824845131
ENSMUSG00000088943	0	0	0	0	0	0
ENSMUSG00000100652	0	1.1461047645383	0	0	1.09768107671267	2.09070468427356
ENSMUSG00000067795	7.09659603350666	0	4.06758580285476	2.54911252711813	3.29304323013801	5.2267617106839
ENSMUSG00000043716	41933.7859619909	41813.340124651	36425.2308645644	32440.0060201054	34931.5049042273	41620.7035021759
ENSMUSG00000025921	702.56300731716	496.263363045086	458.620299271874	809.76807944786	889.121672137263	918.86470873823
ENSMUSG00000104165	0	0	0	0	0	0
ENSMUSG00000100868	0	0	1.01689645071369	0	0	0
ENSMUSG00000025920	520.712733958551	424.058762879173	513.532707610413	488.579901030976	251.368966567202	766.24326678626
ENSMUSG00000089982	0	0	0	0	0	0
ENSMUSG00000025939	879.090833650638	849.263630522883	818.60164282452	723.94795770155	567.501116660451	771.470028496944
ENSMUSG00000102457	1.77414900837667	0	0	0	0	0
ENSMUSG00000079658	2144.94615112739	2276.16406237307	2670.37007957415	2040.13972587021	2161.33404004725	1970.48916492783
ENSMUSG00000097744	2.661223512565	1.1461047645383	0	4.24852087853022	0	6.27211405282068
ENSMUSG00000100959	0.887074504188333	0	0	1.69940835141209	0	1.04535234213678
ENSMUSG00000025940	761.10992459359	1193.09505988437	871.480258261632	1023.04382755008	704.711251249535	943.953164949513
ENSMUSG00000025779	126.851654098932	132.948152686443	94.5713699163732	146.14911822144	94.4005725972897	65.8571975546172
ENSMUSG00000100093	0	0	0	0	0	0
ENSMUSG00000091020	20.4027135963317	36.6753524652257	35.5913757749791	26.3408294468874	20.8559404575407	41.8140936854712
ENSMUSG00000101640	7.09659603350666	14.899361938998	6.10137870428214	10.1964501084725	6.58608646027603	13.5895804477781
ENSMUSG00000104133	0	0	0	0	0	0
ENSMUSG00000042686	1.77414900837667	11.461047645383	9.15206805642321	0	0	0
ENSMUSG00000100110	0	0	0	0	0	0
ENSMUSG00000025777	0	4.58441905815322	10.1689645071369	0	0	0
ENSMUSG00000099899	0	0	0	0	0	0
ENSMUSG00000100272	0	0	0	0	0	0
ENSMUSG00000100398	0	0	0	0	0	1.04535234213678
ENSMUSG00000101589	59.4339917806183	49.2825048751471	26.4393077185559	36.5372795553599	69.1539078328983	64.8118452124804
ENSMUSG00000102048	0.887074504188333	0	0	0	1.09768107671267	1.04535234213678
ENSMUSG00000089534	0	0	0	0	0	0
ENSMUSG00000067780	63.86936430156	1.1461047645383	0	5.94792922994231	58.1770970657716	1.04535234213678
ENSMUSG00000100053	1.77414900837667	0	0	1.69940835141209	0	0
ENSMUSG00000085125	0.887074504188333	0	2.03379290142738	0.849704175706044	1.09768107671267	1.04535234213678
ENSMUSG00000025776	10.64489405026	0	0	0.849704175706044	1.09768107671267	0
ENSMUSG00000099895	9.75781954607166	1.1461047645383	0	2.54911252711813	1.09768107671267	0
ENSMUSG00000100554	0	0	0	0	0	0
ENSMUSG00000099473	0	0	0	0.849704175706044	0	0
ENSMUSG00000099591	0	0	0	0	0	0
ENSMUSG00000102001	0.887074504188333	0	1.01689645071369	0.849704175706044	2.19536215342534	0
ENSMUSG00000101717	0	1.1461047645383	0	0	0	0
ENSMUSG00000025774	5.32244702513	3.43831429361491	1.01689645071369	2.54911252711813	0	0
ENSMUSG00000070977	0	1.1461047645383	0	0	0	0
ENSMUSG00000073735	0	0	0	0	0	0
ENSMUSG00000067773	0.887074504188333	4.58441905815322	0	0.849704175706044	2.19536215342534	0
ENSMUSG00000101685	0	0	0	0	0	0
ENSMUSG00000101738	0	0	0	0	0	0
ENSMUSG00000101306	0	0	0	0	0	0
ENSMUSG00000088800	0	0	0	0	0	0
ENSMUSG00000101644	0	0	0	0	0	0
ENSMUSG00000099433	0	0	0	0	0	0
ENSMUSG00000089787	0	1.1461047645383	0	0	0	0
ENSMUSG00000042596	861.349343566871	417.182134291943	580.647873357517	730.745591107198	643.241110953625	502.814476567792
ENSMUSG00000100720	0	0	0	0	0	0
ENSMUSG00000025927	9.75781954607166	975.335154622097	1.01689645071369	19.543196041239	0	0
ENSMUSG00000100538	0	0	0	0	0	0
ENSMUSG00000101117	0	0	0	0	0	0
ENSMUSG00000100204	19.5156390921433	30.9448286425342	46.7772367328297	28.0402377982995	12.0744918438394	15.6802851320517
ENSMUSG00000084668	0	0	0	0	0	0
ENSMUSG00000102597	0	0	0	0	0	0
ENSMUSG00000077860	0	0	0	0	0	0
ENSMUSG00000043760	343.297833120885	8.02273335176813	18.3041361128464	404.459187636077	9.87912969041404	26.1338085534195
ENSMUSG00000104095	0	0	0	0	0	0
ENSMUSG00000089914	0	0	0	0	0	0
ENSMUSG00000090142	0	0	0	0	0	0
ENSMUSG00000070175	0	0	0	0	0	0
ENSMUSG00000065559	0	0	0	0	1.09768107671267	0
ENSMUSG00000099906	0	0	0	0	0	0
ENSMUSG00000065480	0	0	0	0	0	0
ENSMUSG00000025929	0	0	0	0	0	0
ENSMUSG00000041872	2.661223512565	1.1461047645383	3.05068935214107	1.69940835141209	2.19536215342534	0
ENSMUSG00000041859	3211.20970516177	2992.47954020951	4367.5702558153	3827.06760738002	3683.81769344772	2977.16347040555
ENSMUSG00000099714	0	0	0	0	0	0
ENSMUSG00000102121	0	0	0	0	0	0
ENSMUSG00000088858	0	0	0	0	0	0
ENSMUSG00000097934	0.887074504188333	0	4.06758580285476	1.69940835141209	3.29304323013801	6.27211405282068
ENSMUSG00000025931	126.851654098932	65.3279715786833	211.514461748447	123.207105477376	223.926939649385	97.2177678187206
ENSMUSG00000077314	0	0	0	0	0	0
ENSMUSG00000100929	0	0	0	0	0	0
ENSMUSG00000041809	188.946869392115	26.360409584381	122.027574085643	219.223677332159	72.4469510630363	174.573841136842
ENSMUSG00000041779	1356.33691690396	359.876896065028	711.827515499583	1153.0485664331	715.688062016661	914.683299369683
ENSMUSG00000099971	0	0	0	0.849704175706044	0	0
ENSMUSG00000100819	5.32244702513	4.58441905815322	5.08448225356845	2.54911252711813	4.39072430685068	5.2267617106839
ENSMUSG00000025933	125.077505090555	25.2143048198427	142.365503099917	81.5716008677803	93.302891520577	94.0817107923103
ENSMUSG00000102633	0	1.1461047645383	7.11827515499583	1.69940835141209	0	3.13605702641034
ENSMUSG00000025934	0	0	1.01689645071369	2.54911252711813	0	0
ENSMUSG00000099343	0.887074504188333	0	0	0	0	1.04535234213678
ENSMUSG00000096375	7.09659603350666	3.43831429361491	15.2534467607053	9.34674593276649	4.39072430685068	5.2267617106839
ENSMUSG00000025936	0	0	0	0	0	0
ENSMUSG00000093963	0	0	0	0	0	0
ENSMUSG00000067750	0	0	0	0	0	0
ENSMUSG00000086194	0	0	0	0	0	0
ENSMUSG00000094436	0	0	0	0	0	0
ENSMUSG00000041722	0	0	0	0	0	0
ENSMUSG00000085507	0	0	0	0	0	0
ENSMUSG00000094926	0	0	0	0	0	0
ENSMUSG00000085079	0	0	0	0	0	0
ENSMUSG00000085679	0	0	0	0	0	0
ENSMUSG00000028033	118.867983561237	11.461047645383	76.2672338035267	59.4792922994231	125.135642745244	6.27211405282068
ENSMUSG00000104138	0	0	0	0	0	0
ENSMUSG00000082935	0	0	0	0	0	0
ENSMUSG00000103748	0	0	0	0	0	0
ENSMUSG00000097109	0	0	0	0	0	0
ENSMUSG00000099692	0	0	0	0.849704175706044	0	0
ENSMUSG00000100418	0	0	0	0	0	0
ENSMUSG00000041670	3.54829801675333	4.58441905815322	5.08448225356845	1.69940835141209	8.78144861370137	1.04535234213678
ENSMUSG00000097642	0	0	0	0	0	0
ENSMUSG00000101468	0	0	0	0	0	0
ENSMUSG00000101227	10.64489405026	0	1.01689645071369	14.4449709870028	3.29304323013801	1.04535234213678
ENSMUSG00000073730	0	0	0	0	0	0
ENSMUSG00000089553	0	0	0	0	0	0
ENSMUSG00000102766	0	1.1461047645383	0	0	0	0
ENSMUSG00000065405	0	0	0	0	0	0
ENSMUSG00000097970	7.983670537695	2.29220952907661	5.08448225356845	2.54911252711813	1.09768107671267	3.13605702641034
ENSMUSG00000065567	0	0	0	0	0	0
ENSMUSG00000100775	0.887074504188333	0	1.01689645071369	0	0	1.04535234213678
ENSMUSG00000101226	0	0	0	0	0	0
ENSMUSG00000026158	700.788858308783	444.688648640862	331.508242932663	489.429605206682	379.797652542584	820.601588577373
ENSMUSG00000097920	1.77414900837667	2.29220952907661	4.06758580285476	0	0	0
ENSMUSG00000099503	0	0	0	0	0	0
ENSMUSG00000026156	28.3863841340267	52.720819168762	36.6082722256928	51.8319547180687	29.6373890712421	32.4059226062402
ENSMUSG00000026155	450.633848127673	367.899629416796	389.471340623343	400.210666757547	230.513026109661	294.789360482572
ENSMUSG00000026154	518.051510445986	222.344324320431	488.110296342571	448.643804772791	422.607214534378	532.084342147621
ENSMUSG00000102495	0	3.43831429361491	0	0	0	0
ENSMUSG00000026153	346.846131137638	398.84445805933	317.271692622671	497.076942788036	135.014772435659	467.272496935141
ENSMUSG00000102398	0	1.1461047645383	0	0	0	0
ENSMUSG00000097670	0	0	0	0	0	0
ENSMUSG00000026147	9.75781954607166	48.1364001106088	4.06758580285476	6.79763340564836	1.09768107671267	9034.9802930882
ENSMUSG00000026141	5.32244702513	9.16883811630643	1.01689645071369	2.54911252711813	5.48840538356335	55.4036741332494
ENSMUSG00000077463	0	0	0	0	0	0
ENSMUSG00000099997	79.83670537695	139.824781273673	122.027574085643	68.8260382321896	118.549556284968	73.1746639495747
ENSMUSG00000100131	3804.66254846376	11801.4407604509	6215.27110676207	7156.20856779631	2335.86533124456	9679.96268818659
ENSMUSG00000067736	1810.51906304839	5614.76724147315	3113.73693208532	3521.17410412585	1016.45267703593	3302.26804881009
ENSMUSG00000101939	2670.98133211107	9571.12088865938	3626.25274324502	3037.69242814911	4735.39616493846	5124.3171811545
ENSMUSG00000101111	62785.3592574418	71134.1383158344	65156.623183029	63312.3078360331	61029.9701841478	104001.059166846
ENSMUSG00000100862	38628.5463593851	140121.622407689	44767.8493462195	51919.4742481664	32276.2143796594	92557.5870774748
ENSMUSG00000102070	66608.6503704935	120307.76323835	71871.1904470915	73205.4135537785	89402.8306550169	138780.976942079
ENSMUSG00000101249	82439.3819722385	105865.697100403	70879.7164076456	81827.3618246678	77936.4541276763	140336.461227179
ENSMUSG00000073725	945.621421464763	1620.59213705716	889.784394374479	899.836722072701	589.454738194704	987.857963319258
ENSMUSG00000100808	0	0	0	0	0	0
ENSMUSG00000100483	0	0	0	0	0	0
ENSMUSG00000100450	0.887074504188333	0	0	0	0	0
ENSMUSG00000099392	0	0	0	0	0	0
ENSMUSG00000033569	2.661223512565	6.87662858722983	3.05068935214107	23.7917169197692	10.9768107671267	3.13605702641034
ENSMUSG00000080849	0	0	0	0	0	0
ENSMUSG00000104257	0	0	0	0	0	0
ENSMUSG00000096866	0	0	0	0	0	0
ENSMUSG00000102296	0	0	0	0	0	0
ENSMUSG00000103209	0	0	0	0	0	0
ENSMUSG00000104027	0	0	0	0	0	0
ENSMUSG00000102407	0	0	0	0	0	0
ENSMUSG00000103214	0	0	0	0	0	0
ENSMUSG00000104100	0	0	0	0	0	0
ENSMUSG00000084740	0	0	0	0	0	0
ENSMUSG00000103889	0	0	0	0	0	0
ENSMUSG00000101301	0	0	0	0	0	0
ENSMUSG00000104221	0	0	0	0	0	0
ENSMUSG00000102250	0	0	0	0	0	0
ENSMUSG00000102317	0	0	0	0	0	0
ENSMUSG00000103563	0	0	0	0	0	0
ENSMUSG00000102465	0	0	0	0	0	0
ENSMUSG00000102659	0	0	0	0	0	0
ENSMUSG00000103924	0	0	0	0	0	0
ENSMUSG00000104132	0	0	0	0	0	0
ENSMUSG00000102747	0	0	0	0	0	0
ENSMUSG00000102386	0	0	0	0	0	0
ENSMUSG00000103004	0	0	0	0	0	0
ENSMUSG00000104516	0	0	0	0	0	0
ENSMUSG00000101618	0	0	0	0	0	0
ENSMUSG00000099458	0	0	0	0	0	0
ENSMUSG00000101524	0	0	0	0	0	0
ENSMUSG00000088111	0	0	0	0	0	0
ENSMUSG00000073722	0	0	0	0	0	0
ENSMUSG00000095256	0	1.1461047645383	0	0	0	0
ENSMUSG00000100310	0	0	0	0	0	0
ENSMUSG00000101514	0	0	0	0	0	0
ENSMUSG00000101033	0	0	0	0	0	0
ENSMUSG00000101372	0.887074504188333	1.1461047645383	1.01689645071369	0	0	0
ENSMUSG00000103241	0	0	0	0	0	0
ENSMUSG00000086240	98.4652699649049	66.4740763432217	68.1320621978172	92.6177551519588	61.4701402959096	106.625938897952
ENSMUSG00000048411	0	0	0	0	0	0
ENSMUSG00000081557	1.77414900837667	1.1461047645383	2.03379290142738	3.39881670282418	2.19536215342534	0
ENSMUSG00000058590	0	0	0	0	0	0
ENSMUSG00000101235	0	0	0	0	0	0
ENSMUSG00000064433	0	0	0	0	0	0
ENSMUSG00000080625	0	0	0	0	0	0
ENSMUSG00000080391	0	0	0	0	0	0
ENSMUSG00000099257	0	0	0	0	0	0
ENSMUSG00000099492	482.568530278453	574.19848703369	490.144089243999	287.200011388643	376.504609312446	289.562598771888
ENSMUSG00000101726	0	0	1.01689645071369	0	0	0
ENSMUSG00000096829	0	0	0	0	0	0
ENSMUSG00000098883	0	0	0	0	0	0
ENSMUSG00000053185	0	0	0	0	0	0
ENSMUSG00000100261	144.593144182698	40.1136667588407	75.250337352813	77.32307998925	194.289550578143	49.1315600804287
ENSMUSG00000101180	0	2.29220952907661	0	0	0	0
ENSMUSG00000048874	1680.1191109327	2029.75153799734	1749.06189522755	1553.25923319065	1181.10483854283	1855.50040729279
ENSMUSG00000103783	0	0	0	0	0	0
ENSMUSG00000104315	0	0	0	0	0	0
ENSMUSG00000026064	1958.66050524784	2618.84938697003	2421.2304491493	1881.24504501318	1918.74652209375	2234.96330748844
ENSMUSG00000086151	0	0	0	0	0	0
ENSMUSG00000086726	0	0	0	0	0	0
ENSMUSG00000087346	0	0	0	0	0	0
ENSMUSG00000100371	0	0	0	0	0	0
